,ID,review,polarity,division,translated_review
1086,453,fabulous product easy operation age mother use seamlessly easily recognize hindi language morning command play live gurbani later day favourite singers song no wire no pair phone drop feature amaze come handy time phone not nearby amaze product amazon,0.3103,positive,produk luar biasa pengoperasian yang mudah usia ibu gunakan dengan mudah mengenali bahasa hindi perintah pagi mainkan live gurbani nanti hari penyanyi favorit lagu no wire no pair phone drop feature amaze come handy time phone not near amaze product amazon
1087,946,face difficulties connect internet initially get prompt assistance amazon far work fine good one,0.3042,positive,menghadapi kesulitan menghubungkan internet awalnya mendapatkan bantuan cepat amazon jauh bekerja dengan baik bagus
1088,3146,face problem pls help,0.0,neutral,masalah wajah tolong bantu
1089,1700,fake product,-0.5,negative,produk palsu
1090,1322,fall love product cant express feel but one thing alexa connect wifi,0.25,positive,jatuh cinta produk tidak bisa mengungkapkan perasaan tapi satu hal alexa menghubungkan wifi
1091,1152,family always enjoy talk alexa great enjoyment,0.6,positive,keluarga selalu menikmati pembicaraan alexa kenikmatan yang luar biasa
1092,2092,family like,0.0,neutral,seperti keluarga
1093,2544,fantastic,0.4,positive,fantastis
1094,3948,fantastic,0.4,positive,fantastis
1095,4136,fantastic,0.4,positive,fantastis
1096,3268,fantastic device,0.4,positive,perangkat yang fantastis
1097,1726,fantastic performance worth money,0.35,positive,kinerja fantastis bernilai uang
1098,2886,fantastic product,0.4,positive,produk yang fantastis
1099,3892,fantastic product,0.4,positive,produk yang fantastis
1100,1970,fantastic product really good,0.55,positive,produk yang fantastis sangat bagus
1101,2670,fantastic product voice recognition sound quality much better alexa integration also fantastic,0.425,positive,"kualitas suara pengenalan suara produk yang luar biasa, integrasi alexa yang jauh lebih baik, juga fantastis"
1102,1689,fantastic product way better mi google assistant go,0.45,positive,"produk yang fantastis jauh lebih baik, asisten google, pergi"
1103,1117,fantastic productloving,0.4,positive,produk yang fantastis
1104,279,far field voice recognition doesnt work well echo device echo spot job much better audio quality not comparable bluetooth speakers price point however one thing well alexa integration joy alexa plan day remind things would go save life thank alexa not much thank audio quality,0.2429,positive,"pengenalan suara medan jauh tidak berfungsi dengan baik, perangkat gema, pekerjaan tempat gema, kualitas audio yang jauh lebih baik, tidak sebanding, titik harga speaker bluetooth, namun satu hal yang baik, integrasi alexa, kegembiraan, rencana alexa, hari, ingatkan segalanya akan menyelamatkan hidup, terima kasih alexa tidak banyak, terima kasih kualitas audio"
1105,863,far good but sometimes doesnt provide expect answer question overall good experience fun use,0.2833,positive,jauh bagus tapi terkadang tidak memberikan jawaban yang diharapkan pertanyaan secara keseluruhan pengalaman bagus penggunaan yang menyenangkan
1106,1091,far ive find best ai assistant among sound quality perfect voice recognition nearly perfect,0.7,positive,sejauh ini saya menemukan asisten ai terbaik di antara kualitas suara pengenalan suara yang sempurna hampir sempurna
1107,2659,far mic create issue music play loud far field mic time doesnt simply worksrest everything awesome love,0.3333,positive,"mic jauh buat masalah musik putar nyaring waktu mic medan jauh tidak hanya berfungsi, istirahatkan semuanya cinta yang luar biasa"
1108,3991,far product amaze worth money tbh,0.3333,positive,produk jauh menakjubkan bernilai uang tbh
1109,2806,far voice recognitionbest smart speakers price,0.1571,positive,pengenalan suara jauh harga speaker pintar terbaik
1110,2485,farfield voice control point,0.0,neutral,titik kontrol suara farfield
1111,1859,fast days work well stop play songs,0.2,positive,hari-hari cepat bekerja dengan baik berhenti memutar lagu
1112,3386,fast search beautiful sound quality,0.555,positive,pencarian cepat kualitas suara yang indah
1113,2265,faulty pieceits not turn,0.0,neutral,potongan yang salah tidak berputar
1114,1140,faulty product work perfectly fine days not not work request amazon team let know product doesnt take command ff take disruption,0.4167,positive,produk yang rusak berfungsi dengan baik hari-hari tidak berfungsi permintaan tim amazon beri tahu produk tidak menerima perintah ff ambil gangguan
1115,840,favorite,0.5,positive,favorit
1116,3305,favorite product,0.5,positive,produk favorit
1117,1238,favourite dialogue idont know need improvement,0.0,neutral,dialog favorit tidak tahu perlu perbaikan
1118,1473,feature add like mute app search app ai feature,0.0,neutral,fitur tambahkan seperti fitur ai aplikasi pencarian aplikasi bisu
1119,755,feature complicate complicate connect tv alexa not listen return product day,-0.4333,negative,fitur memperumit memperumit sambungkan tv alexa tidak mendengarkan kembali produk hari
1120,3199,feature okay,0.5,positive,fitur oke
1121,133,feature wise review sound quality star loud clear voice recognition alexa intergration smart feature alexa skills lot improvement neede term alexa skills doesnt work well scenario alexa not able give search result base exact location one scenario search dominos check efficiency give nearest result not even city even though wifi gps location well mark google map well,0.2114,positive,fitur tinjauan bijaksana kualitas suara bintang keras jelas pengenalan suara alexa integrasi fitur pintar keterampilan alexa banyak peningkatan membutuhkan istilah keterampilan alexa tidak bekerja dengan baik skenario alexa tidak dapat memberikan hasil pencarian berdasarkan lokasi yang tepat satu skenario pencarian domino cek efisiensi memberikan hasil terdekat bahkan bukan kota meskipun wifi lokasi gps dengan baik tandai peta google dengan baik
1122,2661,featuressound qualityvoice recognition,0.0,neutral,fiturpengenalan suara kualitas suara
1123,2855,feel good good deal,0.805,positive,merasa baik baik
1124,1174,feel like really reach new era dont feel lonely echo dot,0.0788,positive,merasa seperti benar-benar mencapai era baru jangan merasa kesepian echo dot
1125,4055,feel much better,0.5,positive,merasa jauh lebih baik
1126,2272,finally one month use alexa write review perfect sound quality nice product amazon keep add alexa skills thank,0.45,positive,akhirnya satu bulan menggunakan alexa tulis ulasan kualitas suara yang sempurna produk bagus amazon terus tambahkan keterampilan alexa terima kasih
1127,2251,find alexa helpful but need upgrade come know song name specially bollywood song name p,0.3571,positive,"temukan alexa membantu tetapi perlu ditingkatkan, ketahui nama lagu khususnya nama lagu bollywood p"
1128,3244,find difficult integrate,-0.5,negative,menemukan integrasi yang sulit
1129,1724,find difficulty play bollywood music say can not find alexa can not find movie songsoverall product good,0.7,positive,menemukan kesulitan memutar musik bollywood katakan tidak dapat menemukan alexa tidak dapat menemukan lagu film secara keseluruhan produk bagus
1130,352,find handy good assistant home understand alexa skills find useful overall not regret buy instead china wish amazon make india make indians happy,0.5414,positive,temukan asisten rumah yang baik yang berguna memahami keterampilan alexa temukan berguna secara keseluruhan tidak menyesal membeli sebagai gantinya china berharap amazon membuat india membuat orang india bahagia
1131,1477,find limit music options carnatic music,-0.0714,negative,temukan opsi musik batas musik karnatik
1132,2779,find useful everyone one home,0.39,positive,temukan berguna semua orang satu rumah
1133,259,find useless connect phone difficult processwe smart phone things normal speaker usefull,-0.0271,negative,"temukan telepon yang tidak berguna, proses yang sulit, kami ponsel pintar, hal-hal, speaker normal, berguna"
1134,2662,fine,0.4167,positive,Bagus
1135,1915,fine but need improve skills,0.4167,positive,baik tetapi perlu meningkatkan keterampilan
1136,2561,fine product,0.4167,positive,produk bagus
1137,2479,fine sound quality could better,0.4389,positive,kualitas suara yang bagus bisa lebih baik
1138,427,first alexa product get free w wipro smart bulb price combo superb if weak wi fi connection will give trouble otherwise go without second doubt,0.1842,positive,produk alexa pertama dapatkan gratis w wipro smart bulb harga combo luar biasa jika koneksi wi fi yang lemah akan memberikan masalah jika tidak pergi tanpa keraguan kedua
1139,1911,first alexa work fine but get hang lot problem conectivity,0.3333,positive,alexa pertama berfungsi dengan baik tetapi mendapatkan banyak masalah konektivitas
1140,783,first amazon alexa echo dot generation finally today receive smart speaker amaze connectivity good,0.3529,positive,generasi pertama amazon alexa echo dot akhirnya hari ini menerima speaker pintar konektivitas memukau yang bagus
1141,626,first big thank amazonalexa awesome but sometimes doesnt listen us lill annoyingi couldnt find oneplus tv skills game lill disappointedwish somebody help,0.3625,positive,pertama terima kasih amazonalexa luar biasa tapi kadang-kadang tidak mendengarkan kami sedikit mengganggu saya tidak dapat menemukan permainan keterampilan tv oneplus sedikit kecewa berharap seseorang membantu
1142,151,first bring product love but months use reset could not connect internet setup time take hours really could not connect internetthe main problem device if no internet dumb box could not anything nowhere mention product description also if multiple internet connection can not save internet connections could connect one not work main disappointment would not comment sound quality much products price range greater sound qualityspeech recognition good but time interpret wrong song need irritate time switch mobile app play right song alexa normal bluetooth speaker no value addition hop amazon will improve ai feature lot like google siri,0.2026,positive,pertama bawa produk suka tapi berbulan-bulan pakai reset tidak bisa connect internet waktu setup berjam-jam benar-benar tidak bisa connect internet masalah utama perangkat jika tidak ada internet dumb box tidak bisa apa-apa kemana-mana sebutkan deskripsi produk juga jika banyak koneksi internet tidak bisa save koneksi internet bisa connect satu tidak pekerjaan utama kekecewaan tidak akan berkomentar kualitas suara banyak produk kisaran harga kualitas suara yang lebih besar pengenalan ucapan bagus tapi waktu menafsirkan lagu yang salah perlu mengganggu waktu beralih aplikasi seluler mainkan lagu yang benar alexa speaker bluetooth normal tidak ada penambahan nilai hop amazon akan meningkatkan fitur ai banyak seperti google siri
1143,1572,first days amaze rockedafter lag voice not connect bluetooth properlyit insane want claim warranty,-0.05,negative,hari pertama terguncang setelah lag suara tidak konek bluetooth dengan baik gila mau claim garansi
1144,834,first didnt expect sound quality afterall think smart home capabilities but receive sound quality unexpected bass great voice recognition also good but need improvement,0.3393,positive,pertama tidak mengharapkan kualitas suara setelah semua berpikir kemampuan rumah pintar tetapi menerima kualitas suara bass yang tidak terduga pengenalan suara yang bagus juga bagus tetapi perlu perbaikan
1145,31,first echo own far love everything list news update link calendar play music convenient hopefully future will buy products control like thermostat light say wonder world amazon product not control amazon fire stick fustraiting hope amazon will come update soon will allow echo option seem like literally control everything except fire stick give star,0.275,positive,gema pertama sendiri jauh cinta semuanya daftar berita pembaruan tautan kalender putar musik nyaman semoga masa depan akan membeli kontrol produk seperti lampu termostat katakan keajaiban dunia produk amazon tidak mengontrol tongkat api amazon fustraiting berharap amazon akan segera memperbarui akan memungkinkan opsi gema tampak seperti benar-benar mengontrol semuanya kecuali tongkat api beri bintang
1146,939,first experience smart speakeri live echo dot,0.2002,positive,pengalaman pertama smart speakeri live echo dot
1147,4077,first face difficult install customer care help enjoy thank u amazon,0.05,positive,wajah pertama yang sulit menginstal bantuan layanan pelanggan nikmati terima kasih amazon
1148,500,first impression last impression really echo best companion time sound really good rich bass treble everything need rock floorreally appreciate people work behind projectreally amazon cheer,0.2639,positive,kesan pertama kesan terakhir benar-benar bergema waktu pendamping terbaik suara sangat bagus bass yang kaya treble semuanya perlu lantai rock sangat menghargai orang-orang yang bekerja di belakang proyek benar-benar amazon bersorak
1149,1903,first inbuilt battery connect internet bluetooth bite slow otherwise fine,0.1222,positive,baterai inbuilt pertama menghubungkan internet bluetooth gigitan lambat jika tidak baik-baik saja
1150,432,first look echo dot think would small but size good sound also superbjust ai if ask question will not answer crisp clear get google otherwise entertainment best connectivity also easy,0.37200000000000005,positive,tampilan pertama echo dot pikir akan kecil tapi ukuran suara bagus juga luar biasa ai jika mengajukan pertanyaan tidak akan menjawab jernih jelas dapatkan google jika tidak hiburan konektivitas terbaik juga mudah
1151,2316,first no dislike affordable price best setup little difficult,0.1406,positive,pertama tidak suka harga terjangkau pengaturan terbaik agak sulit
1152,945,first smart device work great no complaints work well smart bulbssetup incredibly simple easy good sound quality easily recognize voice command,0.3828,positive,"perangkat pintar pertama berfungsi dengan baik, tidak ada keluhan berfungsi dengan baik, bohlam pintar, penyiapan sangat sederhana, mudah, kualitas suara bagus, mudah mengenali perintah suara"
1153,1522,first smart speaker,0.2321,positive,pembicara pintar pertama
1154,2073,first smart speaker,0.2321,positive,pembicara pintar pertama
1155,995,first smart speaker really amaze use love thank amazon able recognize query even year old kid wonderful,0.3949,positive,pembicara pintar pertama benar-benar memukau menggunakan cinta terima kasih amazon dapat mengenali permintaan bahkan anak berusia satu tahun yang luar biasa
1156,46,first smart speakerthis launch get product plus reduce price due sale nice smart bulb rupees overall think super value money havent use smart speaker but happy purchase observations initially feel bite weird talk speaker but get use no time sound quality pretty good get good depth sound decent bass several skills available will definitely find useful example add stuff shop list set reminder understand indian accent well sometimes amaze well pick stuff kid love add advantage take help homework talk alexa also motivate talk english,0.23199999999999998,positive,speaker pintar pertama peluncuran ini dapatkan produk plus pengurangan harga karena penjualan bohlam pintar yang bagus rupee secara keseluruhan berpikir nilai super uang belum menggunakan speaker pintar tapi senang membeli pengamatan awalnya merasa menggigit pembicara bicara yang aneh tetapi tidak menggunakan waktu kualitas suara cukup bagus dapatkan kedalaman suara yang bagus bass yang layak beberapa keterampilan yang tersedia pasti akan menemukan contoh yang berguna menambahkan barang daftar toko mengatur pengingat memahami aksen India dengan baik terkadang memukau dengan baik memilih barang cinta anak menambah keuntungan mengambil bantuan pekerjaan rumah berbicara alexa juga memotivasi berbicara bahasa inggris
1157,86,first thing happy amazon deliverythe product hand order even not prime member good super fast delivery compare othershere review use weekecho dot alexa product good conditionfeatures smart play variety music mind alexa tell whether info news reminder alarm single statement speak feel smartness talk alexa yr son also like speak alexa ask play songs like overall happy product,0.4637,positive,hal pertama selamat pengiriman amazon produk pesanan tangan bahkan bukan anggota utama bagus pengiriman super cepat bandingkan yang lain di sini ulasan gunakan mingguecho dot alexa produk kondisi baik fitur smart play variasi musik pikiran alexa beri tahu apakah info berita pengingat alarm satu pernyataan berbicara rasakan kecerdasan bicara alexa yr son juga suka berbicara alexa meminta memutar lagu seperti produk bahagia secara keseluruhan
1158,837,first time buy alexa enable deviceand say frankly family enjoy alexa family member,0.375,positive,pertama kali beli perangkat aktifkan alexa dan katakan terus terang keluarga menikmati anggota keluarga alexa
1159,3603,five star,0.0,neutral,bintang lima
1160,454,follow mode not workingtried every troubleshootingmay product bugreturning itfollow mode important feature alexa use tv day day questionsnot always respond ur voice u give continuous command one anotherall things work fine,0.2979,positive,"mode ikuti tidak berfungsi mencoba setiap pemecahan masalah, mungkin bug produk, mengembalikannya, mode ikuti, fitur penting alexa, gunakan pertanyaan hari tv, tidak selalu merespons suara Anda, Anda memberikan perintah terus menerus satu sama lain, semuanya berfungsi dengan baik"
1161,1965,food,0.0,neutral,makanan
1162,1647,fraud products experience badalaxa voice issue connect issue work slow,-0.095,negative,produk penipuan mengalami masalah suara badalaxa masalah koneksi bekerja lambat
1163,1687,friend forever,0.0,neutral,teman selamanya
1164,1919,friendly product,0.4875,positive,produk ramah
1165,592,frnd make china,0.0,neutral,frnd membuat cina
1166,101,frustrate feature alexa annoy announcement connect bluetooth every time connect device no way disable people cry years amazon not listeningother much better comparison google home mini comparison voice quality search,-0.08,negative,fitur frustasi alexa mengganggu pengumuman menghubungkan bluetooth setiap kali menghubungkan perangkat tidak mungkin menonaktifkan orang menangis bertahun-tahun amazon tidak mendengarkan perbandingan lain yang jauh lebih baik google home perbandingan mini pencarian kualitas suara
1167,2346,fulfill need control smart home gadgets,0.2143,positive,memenuhi kebutuhan kontrol gadget rumah pintar
1168,149,fully honest reviewok echo dot great smart speaker great abilitiesprosit control almost every smart home devicespeaker quality greathave hundreds skillsspeaks hindi wellcan buy products amazonmic really awesome hear another rooma really good feature talk hindi english time like give command english give next command hindiher voice better google assistantcoordinates wellgood children wellcan control alexa devices wellconssome time not wake say wakeup word time wake upi dont know remove zomato skill good skillsometimes listen wrongstarsalexa quality home control reviewa great smart speaker but will suggest buy echo instead echo dotthats folks,0.4011,positive,"ulasan yang sepenuhnya jujurok echo dot speaker pintar yang hebat kemampuan hebat kontrol prosit hampir setiap perangkat rumah pintar kualitas speaker hebatmemiliki ratusan keterampilan berbicara hindi dengan baik dapat membeli produk amazonmic sangat luar biasa mendengar ruangan laina fitur yang sangat bagus bicara hindi waktu bahasa inggris seperti memberi perintah bahasa inggris memberikan perintah berikutnya suara hindiher lebih baik asisten google berkoordinasi dengan baik anak-anak dengan baik dapat mengontrol perangkat alexa dengan baik, kadang-kadang tidak bangun, ucapkan kata bangun, waktu, bangun, saya tidak tahu, hapus keterampilan zomato, keterampilan yang baik, kadang-kadang salah, dengarkan, ulasan kontrol rumah berkualitas, bintang, pembicara cerdas yang hebat, tetapi akan menyarankan untuk membeli gema, bukan gema, itu orang"
1169,2494,fun,0.3,positive,seru
1170,1484,fun buy if u never alexa experience,0.3,positive,pembelian yang menyenangkan jika Anda tidak pernah mengalami alexa
1171,1161,fun days but start get bore feel useless im return,-0.2333,negative,hari-hari yang menyenangkan tapi mulai bosan merasa tidak berguna aku kembali
1172,3664,fun entertain thank wonderful product,0.5,positive,menyenangkan menghibur terima kasih produk yang luar biasa
1173,2777,fund throughout day device,0.0,neutral,dana sepanjang hari perangkat
1174,1398,funvoice operate player,0.0,neutral,funvoice mengoperasikan pemain
1175,3686,gazab,0.0,neutral,gazab
1176,1335,gd,0.0,neutral,gd
1177,3484,gd,0.0,neutral,gd
1178,1673,gd but bulb connection poor,-0.4,negative,gd tapi koneksi bohlam buruk
1179,982,gen echo dotgood entertainmentand j integrate device smart ir remote wifi bulbboth work well,0.0571,positive,gen echo dot good entertainmentand j mengintegrasikan perangkat smart ir remote wifi bulbkeduanya berfungsi dengan baik
1180,3011,generation alexa not connect,0.0,neutral,generasi alexa tidak terhubung
1181,2565,genuine product,0.4,positive,produk asli
1182,525,get alexa gen free purchase oneplus tv last week simply awesome yrs old kid love n command alexa play songs recognise word,0.375,positive,dapatkan alexa gen pembelian gratis oneplus tv minggu lalu cukup mengagumkan anak berusia thn love n command alexa memutar lagu mengenali kata
1183,640,get alexa part package never new good would definitely recommend others sound quality amaze new echo dot,0.2947,positive,dapatkan paket bagian alexa yang tidak pernah baru bagus pasti akan merekomendasikan yang lain kualitas suara memukau titik gema baru
1184,1227,get awesome price segment favorite alexa,0.75,positive,dapatkan alexa favorit segmen harga yang luar biasa
1185,3093,get best experience put speaker ear level,1.0,positive,dapatkan pengalaman terbaik menempatkan tingkat telinga pembicara
1186,3236,get better product price,0.5,positive,dapatkan harga produk yang lebih baik
1187,780,get combo offer mi robot plus alexa total price rs awesome,0.5,positive,dapatkan penawaran kombo mi robot plus harga total alexa rs luar biasa
1188,45,get device wipro smart bulb freedom sale think good dealsound quality speaker awesomevery loud good amount bass produce fill roomsoftware not great voice recognition poorsometimes wont respondsresponses limit time doesnt respond make go madyou create routines like editable alexa appaux connectivity help connect home theater,0.3302,positive,dapatkan perangkat wipro penjualan kebebasan bohlam pintar berpikir penawaran bagus kualitas suara speaker mengagumkan sangat keras jumlah bass yang bagus menghasilkan mengisi ruangan perangkat lunak tidak bagus pengenalan suara burukkadang-kadang tidak akan merespon tanggapan batas waktu tidak merespon membuat gilaAnda membuat rutinitas seperti konektivitas alexa appaux yang dapat diedit membantu menghubungkan home theater
1189,1654,get echo device but no adpater plug,0.0,neutral,dapatkan perangkat gema tetapi tidak ada colokan adpater
1190,268,get echo dot add smart bulb cart cost total sound quality best categorysmart speakersbluetooth connectivity pair bluetooth speaker need patience bcoz time doesnt recognizealexa task could better,0.3556,positive,dapatkan echo dot add smart bulb cart cost total sound quality kategori terbaiksmart speaker konektivitas bluetooth pasangan bluetooth speaker perlu kesabaran karena waktu tidak mengenali tugas alexa bisa lebih baik
1191,84,get echo dot offer excite use but voice recognition not work try restart do troubleshoot step but no use place replacement let see happensthe main feature app echo dot alexa but not woorking,0.2708,positive,dapatkan echo dot menawarkan penggunaan yang menggairahkan tetapi pengenalan suara tidak berfungsi coba mulai ulang lakukan langkah pemecahan masalah tetapi tidak menggunakan penggantian tempat mari kita lihat terjadi fitur utama aplikasi echo dot alexa tetapi tidak bekerja
1192,2158,get error sorry trouble understand right switch off wifi modem router get thing,-0.1036,negative,dapatkan kesalahan maaf kesulitan mengerti benar matikan router modem wifi dapatkan sesuatu
1193,73,get faulty product light minsthen go offthere no orange lighttotally dissatisfy minsreturn status apply return day product deliver next day get sms state pick time schedule pm ridiculous would amazon pickup service want someone home whole day receive pick guy wait till leave imp service sms send morning hrs approx pickup time would meaningful totally cheat lethargic,0.0824,positive,dapatkan produk yang rusak beberapa menit kemudian pergilah tidak ada lampu oranye benar-benar tidak memuaskan status pengembalian menit berlaku hari pengembalian produk kirim hari berikutnya dapatkan sms status waktu pengambilan jadwal pm konyol akan layanan penjemputan amazon ingin seseorang di rumah sepanjang hari terima pick guy tunggu sampai cuti layanan imp sms kirim kira-kira jam pagi waktu penjemputan akan berarti benar-benar menipu lesu
1194,3674,get friend receive product time sad hate amazon seller,-0.3625,negative,dapatkan teman terima waktu produk sedih benci penjual amazon
1195,3100,get great indian festival offer think value price range alexa reponse fast,0.53,positive,"dapatkan penawaran festival India yang hebat, pikirkan kisaran harga, respons alexa dengan cepat"
1196,804,get great indian festival sale im love much fun make life easier,0.5667,positive,"dapatkan penjualan festival India yang hebat, saya suka kesenangan membuat hidup lebih mudah"
1197,724,get great price sound quality top notch bass also goodonly concern play music prime member amazon use iheartradio jiosaavan but cant sync media playersbluetooth connectivity also good,0.3542,positive,"dapatkan harga yang bagus, kualitas suara, bass terbaik, juga bagus, hanya untuk memutar musik, anggota utama amazon, gunakan iheartradio jiosaavan, tetapi tidak dapat menyinkronkan pemutar media, konektivitas bluetooth juga bagus"
1198,2243,get help bad internet connection not able update alexa not able use grt help plz,-0.47,negative,dapatkan bantuan koneksi internet buruk tidak dapat memperbarui alexa tidak dapat menggunakan bantuan grt plz
1199,1118,get last year amazon great indian sale almost year use will say still work great,0.5333,positive,dapatkan tahun lalu amazon penjualan besar India penggunaan hampir setahun akan mengatakan masih bekerja dengan baik
1200,1411,get multi color bulb also work good,0.7,positive,dapatkan bohlam multi warna juga berfungsi dengan baik
1201,637,get offer along smart light great sometimes take time search songs but rest great though lack feature like map integration but happy offer however if battery backup will great,0.5592,positive,dapatkan penawaran bersama smart light hebat terkadang membutuhkan waktu mencari lagu tetapi istirahat bagus meskipun tidak memiliki fitur seperti integrasi peta tetapi penawaran yang menyenangkan namun jika cadangan baterai akan bagus
1202,2721,get offer best assistance star less alexa eco dot recommend star,0.4167,positive,dapatkan tawaran bantuan terbaik bintang kurang alexa eco dot merekomendasikan bintang
1203,2949,get offer easy work,0.5633,positive,dapatkan tawaran pekerjaan mudah
1204,2246,get offer prime members worth every penny useful especially if want listen songs drive,0.23,positive,dapatkan penawaran anggota utama bernilai setiap sen yang berguna terutama jika ingin mendengarkan lagu drive
1205,76,get one prime day sale use month reviewpros excellent speaker standalone speaker smart device price point get prime day alexa almost no trouble recognize voice rarely falter plus integration amazon ecosystem place order track deliveries also receive news update via eco dot bluetooth even use bluetooth speaker ipad phone great job need power source thoughcons portability removable usb cable adapter would enable much wider usage battery bank power one command time can not execute command one go like switch light play music will need say alexa time bite abrupt time start stop music etcverdict brilliant smart speaker home use great price point,0.4078,positive,dapatkan satu hari utama penjualan gunakan ulasan bulanpros speaker yang sangat baik speaker mandiri titik harga perangkat pintar dapatkan hari perdana alexa hampir tidak ada masalah mengenali suara jarang goyah ditambah integrasi amazon ekosistem tempat pesanan trek pengiriman juga menerima pembaruan berita melalui eco dot bluetooth bahkan menggunakan speaker bluetooth ponsel ipad hebat pekerjaan membutuhkan sumber daya meskipuncons portabilitas adaptor kabel usb yang dapat dilepas akan memungkinkan penggunaan yang lebih luas baterai bank daya satu perintah waktu tidak dapat menjalankan perintah sekali jalan seperti sakelar lampu putar musik perlu mengatakan waktu alexa menggigit waktu tiba-tiba mulai menghentikan musik dll putusan brilian speaker pintar digunakan di rumah hebat titik harga
1206,3916,get parcel today order husband love muchthank u amazon,0.45,positive,dapatkan parsel hari ini pesan suami love muchthanks u amazon
1207,784,get pause play within every second,0.0,neutral,dapatkan jeda bermain dalam setiap detik
1208,1620,get prodicts delivery yesterday happy product but play amazon playlist need wifi evrytime work,0.4,positive,dapatkan pengiriman prodicts kemarin produk bahagia tetapi mainkan daftar putar amazon membutuhkan wifi setiap saat bekerja
1209,400,get product offer basis product good but issue find one alexa not recognise voice clearly second one not play correctly ask might send refurbish item actually dont know reg issue saw friends alexaecho dot really not satisfy product,0.11,positive,dapatkan penawaran produk dasar produk bagus tapi masalah temukan satu alexa tidak mengenali suara dengan jelas yang kedua tidak bermain dengan benar tanyakan mungkin mengirim barang rekondisi sebenarnya tidak tahu masalah reg melihat teman-teman alexaecho dot benar-benar tidak memuaskan produk
1210,231,get replace but not work feed performance ask amazon replace eco dot generation will pay difference but not agree will pay difference amount will occur get new generation eco dot,0.2121,positive,dapatkan ganti tetapi tidak berfungsi kinerja pakan minta amazon ganti eco dot generasi akan membayar selisih tetapi tidak setuju akan membayar selisih jumlah akan terjadi dapatkan generasi baru eco dot
1211,2916,get sale best one go sound amaze,0.6667,positive,dapatkan penjualan terbaik one go sound amaze
1212,723,get sale great price wipro bulb product undoubtedly excellent work like charmcalling feature great easy,0.7908,positive,dapatkan penjualan harga bagus produk bohlam wipro tidak diragukan lagi pekerjaan yang sangat baik seperti fitur charmcalling sangat mudah
1213,531,get steal price sound better expect recognize voice command welldefinitely buy another even if pay double price pay,0.2,positive,dapatkan harga curi suara lebih baik harapkan kenali perintah suara dengan baik pasti beli yang lain bahkan jika membayar harga dua kali lipat
1214,318,get time sale use google mini use google think upgrade check alexa good well bad google different term alexa better far field recognition but think order save money amazon make cut off alexa generation literally understand say time timeswell overall good package price rangesound awesome,0.2875,positive,Dapatkan Penjualan Waktu Gunakan Google Mini Gunakan Google Think Upgrade Pemeriksaan Alexa Baik Buruk Google Istilah Berbeda Alexa Lebih Baik Pengenalan Lapangan Jauh Tapi Pikirkan Pesanan Hemat Uang Amazon Buat Cut Off Alexa Generation Secara Literal Memahami Waktu Timeswell Keseluruhan Paket yang Baik RangeSound RangeSound Luar Biasa
1215,1127,get use product never expect amazon seal open even product not good doesnt work without power doesnt work without wifi time,-0.1,negative,gunakan produk jangan pernah berharap segel amazon terbuka bahkan produk tidak bagus tidak berfungsi tanpa daya tidak berfungsi tanpa waktu wifi
1216,1366,get wipro smart bulb,0.2143,positive,dapatkan bohlam pintar wipro
1217,1256,get wipro smart lead include thank amazon,0.1381,positive,dapatkan wipro smart lead termasuk terima kasih amazon
1218,4078,gift alexa friend birthday love,0.6,positive,hadiah ulang tahun teman alexa cinta
1219,2032,gift family love if explore certainly really good feature sound quality good well mean good single room,0.3923,positive,hadiah cinta keluarga jika menjelajah tentu sangat bagus fitur kualitas suara bagus juga berarti kamar single yang bagus
1220,806,gift good age wish gujarati language option available although combination english hindi option no issue non english speakers nice passtime seniors wish amazon make work unplug,0.3467,positive,gift good age wish pilihan bahasa gujarati tersedia meskipun kombinasi bahasa inggris hindi option no issue non english speaker nice passtime senior wish amazon make work unplug
1221,563,gift mother birthday year shes lot fun discover many new feature great way ease parent iot,0.4473,positive,hadiah ulang tahun ibu tahun dia sangat menyenangkan temukan banyak fitur baru cara hebat memudahkan orang tua iot
1222,3099,gift nephew like much,0.4333,positive,hadiah keponakan seperti banyak
1223,680,gift niece fascinate product ai reply question,0.5,positive,hadiah keponakan mempesona produk ai menjawab pertanyaan
1224,1536,gift parent love sound quality good,0.525,positive,hadiah orang tua cinta kualitas suara bagus
1225,1547,give asa present loveit,0.0,neutral,berikan sebagai hadiah sayang
1226,312,give base initial pointspackage doesnt air packets expect proper packageit say generation but still not aux cable charge optionprossound clarity really goodgo if music loveralmost recognise voice,0.0667,positive,berikan poin awal dasar paket tidak paket udara mengharapkan paket yang tepat dikatakan generasi tetapi masih belum opsi pengisian kabel aux kejelasan suara sangat bagus jika pecinta musik hampir mengenali suara
1227,2534,give battery platforms access,-0.125,negative,berikan akses platform baterai
1228,894,glad bring alexa home like new family member always listen help us entertain us well control smart devices smartly,0.3037,positive,senang membawa alexa pulang seperti anggota keluarga baru selalu mendengarkan bantu kami menghibur kami dengan baik mengontrol perangkat pintar dengan cerdas
1229,1269,go,0.0,neutral,Pergilah
1230,2677,go,0.0,neutral,Pergilah
1231,854,go access wifi bluetooth enable devices sofa,0.0,neutral,pergi akses wifi bluetooth aktifkan perangkat sofa
1232,2234,go first buy self order one gift relative,0.25,positive,pergi dulu beli sendiri pesan satu hadiah relatif
