,Sentiment,Text,translated_text
394,neutral,"As previously announced , GeoSentric Oyj entered into financing agreements with its lead investor on June 30 , 2010 enabling the Company to receive financing up to the aggregate amount of 6M .","Seperti yang diumumkan sebelumnya, GeoSentric Oyj menandatangani perjanjian pembiayaan dengan investor utamanya pada tanggal 30 Juni 2010 yang memungkinkan Perusahaan untuk menerima pembiayaan hingga jumlah keseluruhan 6 juta."
395,neutral,"At the same time , the market for automated liquid handling devices is already larger than that for pipettes , according to Biohit .","Pada saat yang sama, pasar untuk perangkat penanganan cairan otomatis sudah lebih besar daripada untuk pipet, menurut Biohit."
396,neutral,Efore 's CEO Reijo Maihaniemi said that the company has developed and already delivered power supply units to respective systems based on this technology to Chinese sector company ZTE Corp SHE : 000063 .,CEO Efore Reijo Maihaniemi mengatakan bahwa perusahaan telah mengembangkan dan telah mengirimkan unit catu daya ke sistem masing-masing berdasarkan teknologi ini ke perusahaan sektor Cina ZTE Corp SHE: 000063.
397,neutral,Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m .,Finnish Talvivaara Mining Co HEL : TLV1V mengatakan pada hari Kamis bahwa pihaknya telah memilih BofA Merrill Lynch dan JPMorgan NYSE : JPM sebagai joint bookrunners dari rencana penerbitan uang kertas konvertibel senilai hingga EUR250 juta USD332 juta .
398,positive,"Lead production , in turn , should increase to 60,000 tonnes through 2009 in what would be a twofold increase from current capacity levels , Zahariev said .","Produksi timbal, pada gilirannya, akan meningkat menjadi 60.000 ton hingga 2009 yang akan menjadi peningkatan dua kali lipat dari tingkat kapasitas saat ini, kata Zahariev."
399,neutral,"Lemminkainen Oyj said that it has signed credit agreements with Nordea Bank STO : NDA , Pohjola Bank HEL : POH1S , Sampo Bank HEL : SAMAS and Svenska Handelsbanken STO : SHB A .","Lemminkainen Oyj mengatakan telah menandatangani perjanjian kredit dengan Nordea Bank STO : NDA , Pohjola Bank HEL : POH1S , Sampo Bank HEL : SAMAS dan Svenska Handelsbanken STO : SHB A ."
400,neutral,Pohjola could increase its stake to 45 % in 2013 .,Pohjola bisa meningkatkan kepemilikannya menjadi 45% pada 2013 mendatang.
401,neutral,Scandic Feed will also diversify Tosno 's product portfolio further .,Scandic Feed juga akan mendiversifikasi portofolio produk Tosno lebih jauh.
402,positive,"Separately , YIT Corporation and Austrian firm E AG last week signed an agreement on the sale of E 's building system service business in Germany , Austria , Poland , the Czech Republic , Hungary and Romania for EUR 55 mln .","Secara terpisah, YIT Corporation dan perusahaan Austria E AG minggu lalu menandatangani perjanjian penjualan bisnis layanan sistem bangunan E di Jerman, Austria, Polandia, Republik Ceko, Hongaria, dan Rumania seharga EUR 55 juta."
403,neutral,The agreement with JM is one in a series of contracts that TeliaSonera has signed in recent months with residential construction and real estate management companies in Sweden .,Perjanjian dengan JM adalah salah satu dari serangkaian kontrak yang telah ditandatangani TeliaSonera dalam beberapa bulan terakhir dengan perusahaan konstruksi perumahan dan manajemen real estat di Swedia.
404,positive,The company intends to raise production capacity in 2006 .,Perusahaan bermaksud untuk meningkatkan kapasitas produksi pada tahun 2006 .
405,neutral,"The estimated value of the contract is EUR12 .4 m. Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .","Perkiraan nilai kontrak adalah EUR12,4 m. Vaisala, yang berkantor pusat di Helsinki di Finlandia, mengembangkan dan memproduksi sistem pengukuran elektronik untuk meteorologi, ilmu lingkungan, lalu lintas dan industri."
406,neutral,"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .","Mal ini merupakan bagian dari proyek pengembangan Baltic Pearl di kota St Petersburg, di mana Baltic Pearl CJSC, anak perusahaan Shanghai Foreign Joint Investment Company, sedang mengembangkan rumah untuk 35.000 orang."
407,neutral,"The new facility , to be known as Technopolis Pulkovo , will introduce to the Russian market an entirely new concept of creating , operating and growing a commercially-funded science and technology park to support the growth of knowledge-intensive companies .","Fasilitas baru, yang dikenal sebagai Technopolis Pulkovo, akan memperkenalkan ke pasar Rusia konsep yang sama sekali baru untuk menciptakan, mengoperasikan, dan menumbuhkan taman sains dan teknologi yang didanai secara komersial untuk mendukung pertumbuhan perusahaan yang padat pengetahuan."
408,positive,"Thereby , the company will expand its offering to North , Central and South America .","Dengan demikian, perusahaan akan memperluas penawarannya ke Amerika Utara, Tengah dan Selatan."
409,positive,"To our members and partners , the use of IT will mostly be apparent in the increased efficiency of the results service , '' observes Perttu Puro from Tradeka .","Bagi anggota dan mitra kami, penggunaan TI sebagian besar akan terlihat dalam peningkatan efisiensi layanan hasil,'' kata Perttu Puro dari Tradeka."
410,neutral,Vacon controls a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.397,"Vacon mengendalikan 5% lebih lanjut dari perusahaan melalui dana investasi Power Fund I. EUR 1,0 = USD 1,397"
411,neutral,"` This order is included in Wartsila 's order book in the second quarter , ' the company added .","`Pesanan ini masuk dalam buku pesanan Wartsila pada kuartal kedua,' tambah perusahaan."
412,neutral,`` Management decided at the end of 2005 to increase cathode copper capacity .,`` Manajemen memutuskan pada akhir 2005 untuk meningkatkan kapasitas tembaga katoda.
413,neutral,4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc. .,"4 ) Nama lengkap pemegang saham : Otto Henrik Bernhard Nyberg 5 ) Informasi lebih lanjut : Jumlah saham yang sekarang ditransfer sesuai dengan 5,68% dari jumlah saham di Aspo Plc. ."
414,neutral,"A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces .","Unit pemrosesan data mengumpulkan data, menghitung nilai RVR dan memberikan data kepada pengguna melalui berbagai antarmuka."
415,negative,A tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a Google ( NASDAQ : GOOG ) Cash advertiser .,Tautan tinyurl membawa pengguna ke situs penipuan yang menjanjikan bahwa pengguna dapat memperoleh ribuan dolar dengan menjadi pengiklan Kas Google (NASDAQ:GOOG).
416,neutral,"ALEXANDRIA , Va. , March 28 -- Pertti Salmi and Hanna Vuolteenaho , both of Oulu , Finland , and Sami Viitasaari of Ii , Finland , have developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .","ALEXANDRIA, Va., 28 Maret -- Pertti Salmi dan Hanna Vuolteenaho, keduanya dari Oulu, Finlandia, dan Sami Viitasaari dari Ii, Finlandia, telah mengembangkan desain hias untuk sebuah handset, Kantor Paten & Merek Dagang AS mengumumkan."
417,neutral,"ALEXANDRIA , Va. , Oct. 3 -- Markka A. Oksanen and Harald Kaaja , both of Helsinki , Finland , Juha Salokannel of Kangasala , Finland , and Arto Palin of Viiala , Finland , have developed a system for providing communications security .","ALEXANDRIA, Va., 3 Oktober -- Markka A. Oksanen dan Harald Kaaja, keduanya dari Helsinki, Finlandia, Juha Salokannel dari Kangasala, Finlandia, dan Arto Palin dari Viiala, Finlandia, telah mengembangkan sistem untuk menyediakan keamanan komunikasi."
418,neutral,"As earlier reported , Nokian Tyres is building a plant in the town of Vsevolozhsk in Russia 's Leningrad Region with an annual production capacity of 4 million tires .","Seperti diberitakan sebelumnya, Nokian Tires sedang membangun pabrik di kota Vsevolozhsk di Wilayah Leningrad Rusia dengan kapasitas produksi tahunan sebesar 4 juta ban."
419,neutral,"Biohit , Inc. , has expanded its mLINE Family of Pipettors with the addition of the NEW 1-10 ml volume range .","Biohit , Inc . , telah memperluas Keluarga Pipettor mLINE dengan penambahan rentang volume 1-10 ml BARU ."
420,neutral,"Capman , the Finnish alternative asset manager , has made an acquisition for its Helsinki-focused vehicle , Real Estate Fund I. The fund has bought a seven-story office built in 1973 that underwent refurbishment at the end of the 1990s .","Capman, manajer aset alternatif Finlandia, telah melakukan akuisisi untuk kendaraannya yang berfokus pada Helsinki, Dana Real Estat I. Dana tersebut telah membeli sebuah kantor tujuh lantai yang dibangun pada tahun 1973 yang menjalani perbaikan pada akhir tahun 1990-an."
421,negative,"Compared with the FTSE 100 index , which rose 36.7 points ( or 0.6 % ) on the day , this was a relative price change of -0.2 % .","Dibandingkan dengan indeks FTSE 100, yang naik 36,7 poin (atau 0,6%) hari ini, ini merupakan perubahan harga relatif -0,2%."
422,neutral,"Compared with the FTSE 100 index , which rose 51.5 points ( or 0.9 % ) on the day , this was a relative price change of -0.6 % .","Dibandingkan dengan indeks FTSE 100, yang naik 51,5 poin (atau 0,9%) pada hari itu, ini merupakan perubahan harga relatif -0,6%."
423,negative,"Compared with the FTSE 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % .","Dibandingkan dengan indeks FTSE 100, yang naik 94,9 poin (atau 1,6%) pada hari itu, ini merupakan perubahan harga relatif -0,4%."
424,neutral,"Deliveries are to start later in 2010 , and the volume will increase in the years 2011-2012 .","Pengiriman akan dimulai kemudian pada tahun 2010, dan volume akan meningkat pada tahun 2011-2012."
425,positive,"Finland 's Nokian Tyres and Kazakhstan 's Ordabasy Corporation signed an agreement to build a plant in Astana to produce car tires , Ordabasy chairman Dinmukhamet Idrisov said at a press conference .","Nokian Tires dari Finlandia dan Ordabasy Corporation dari Kazakhstan menandatangani perjanjian untuk membangun pabrik di Astana untuk memproduksi ban mobil, kata ketua Ordabasy Dinmukhamet Idrisov pada konferensi pers."
426,positive,Finnish business software group AffectoGenimap Oyj said it had signed an agreement to acquire all the shares in Swedish sector company Intellibis Ab for 12 mln euro ( $ 15.8 mln ) on a debt-free basis .,"Grup perangkat lunak bisnis Finlandia AffectoGenimap Oyj mengatakan telah menandatangani perjanjian untuk mengakuisisi semua saham di perusahaan sektor Swedia Intellibis Ab seharga 12 juta euro ($ 15,8 juta) tanpa utang."
427,neutral,"Finnish heat-retaining fireplaces maker Tulikivi Oyj said on August 29 , 2007 that its local tiled stoves and utility ceramics subsidiary Kermansavi Oy will merge into Tulikivi by means of absorption in order to streamline the latest 's corporate structure .",Pembuat perapian penahan panas Finlandia Tulikivi Oyj mengatakan pada 29 Agustus 2007 bahwa kompor keramik lokal dan anak perusahaan keramik utilitas Kermansavi Oy akan bergabung ke Tulikivi melalui penyerapan untuk merampingkan struktur perusahaan terbaru.
428,positive,"Finnish silicon wafers manufacturer Okmetic Oyj said on June 29 , 2007 it signed an agreement with Nordea Bank Finland Plc , the local subsidiary of Swedish commercial bank Nordea Bank AB , which will refinance Okmetic 's syndicated bank facility which amounts to some 20 mln euro ( $ 26.9 mln ) .","Produsen wafer silikon Finlandia Okmetic Oyj mengatakan pada tanggal 29 Juni 2007 telah menandatangani perjanjian dengan Nordea Bank Finland Plc, anak perusahaan lokal dari bank komersial Swedia Nordea Bank AB, yang akan membiayai kembali fasilitas bank sindikasi Okmetic yang berjumlah sekitar 20 juta euro ( $26,9 juta)."
429,positive,"Furthermore , Bunge will also sign a licensing agreement for the Sunnuntai and Carlshamn Mejeri brands .","Selanjutnya, Bunge juga akan menandatangani perjanjian lisensi untuk merek Sunnuntai dan Carlshamn Mejeri."
430,neutral,"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .","German Commerzbank AG's Hamburg Branch dan US JP Morgan (NYSE:JPM) berpartisipasi sebagai arranger, dan Dutch ING (AMS:INGA) sebagai co-arranger."
431,neutral,"In April 2005 , Neste separated from its parent company , Finnish energy company Fortum , and became listed on the Helsinki Stock Exchange .","Pada April 2005, Neste berpisah dari perusahaan induknya, perusahaan energi Finlandia Fortum, dan terdaftar di Bursa Efek Helsinki."
432,neutral,"In Russia , Raisio 's Food Division 's home market stretches all the way to Vladivostok .","Di Rusia, pasar rumah Divisi Makanan Raisio membentang sampai ke Vladivostok."
433,positive,"In September 2010 , the Finnish group agreed to buy Danish company Rose Poultry A-S for up to EUR23 .9 m in a combination of cash and stock .","Pada bulan September 2010, kelompok Finlandia setuju untuk membeli perusahaan Denmark Rose Poultry A-S hingga EUR23,9 m dalam kombinasi uang tunai dan saham."
434,neutral,Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .,Penambahan jumlah saham tersebut didasarkan pada hak opsi yang diberikan kepada manajemen perusahaan berdasarkan rencana opsi saham 2006 .
435,positive,"is planning to expand its product portfolio in the harbor segment , chief executive Pekka Lundmark told Financial Times Deutschland .","berencana untuk memperluas portofolio produknya di segmen pelabuhan, kata kepala eksekutif Pekka Lundmark kepada Financial Times Deutschland."
436,neutral,It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland .,Ini memiliki sekitar 30 kantor di seluruh dunia dan lebih dari 90 persen dari penjualan bersihnya dihasilkan di luar Finlandia.
437,neutral,It has80 branches in Finland with annual revenue in Finland of ?,Ini has80 cabang di Finlandia dengan pendapatan tahunan di Finlandia ?
438,positive,"KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1 ( 1 ) Telko Group ( Kauko-Telko ) is expanding its strategic partnership with BP Industrial Lubricants & Services ( BP ILS ) by acquiring total ownership of BP 's Swedish retail company , Molub-Alloy AB .","SIARAN PERS KAUKO-TELKO LTD 19.06.2007 PUKUL 14.00 1 (1) Grup Telko (Kauko-Telko) memperluas kemitraan strategisnya dengan BP Industrial Lubricants & Services (BP ILS) dengan mengakuisisi total kepemilikan perusahaan ritel BP di Swedia, Molub -Paduan AB."
439,neutral,"MILAN ( AFX ) - The Italian shipping group Grimaldi has increased its stake in the Finnish company Finnlines to 35.4 pct from the 30.5 pct held in June , according to news agency ANSA .","MILAN (AFX) - Grup pelayaran Italia Grimaldi telah meningkatkan kepemilikannya di perusahaan Finlandia Finnlines menjadi 35,4 persen dari 30,5 persen yang diadakan pada Juni, menurut kantor berita ANSA."
440,neutral,Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services .,Nokia Messaging 1.1 memungkinkan pelanggan untuk menerima email dari hingga 10 akun email di ponsel mereka yang mendukung semua layanan email POP atau IMAP .
441,positive,"Production capacity will rise gradually from 170,000 tonnes to 215,000 tonnes .",Kapasitas produksi akan meningkat secara bertahap dari 170.000 ton menjadi 215.000 ton.
442,positive,Ramirent s Danish subsidiary Ramirent A-S has today signed an agreement to acquire the business assets of the machinery rental company Jydsk Materiel Udlejning located in West Jutland .,"Anak perusahaan Ramirent di Denmark, Ramirent A-S hari ini menandatangani perjanjian untuk mengakuisisi aset bisnis perusahaan persewaan mesin Jydsk Materiel Udlejning yang berlokasi di West Jutland."
443,neutral,SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch,PEMBELIAN SAHAM 01/11/2008 Di Bursa Efek Helsinki Atas nama Sampo plc Danske Bank A-S Cabang Helsinki
444,neutral,Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share .,"Solidium mengambil saham Tikkurila sebagai dividen dengan nilai buku EUR15,80 per saham."
445,neutral,"Takoma will carry out the transaction by acquiring the entire share capital of Moventas Parkano Oy , which runs the factory in Parkano , southern Finland .","Takoma akan melakukan transaksi dengan mengakuisisi seluruh modal saham Moventas Parkano Oy, yang menjalankan pabrik di Parkano, Finlandia selatan."
446,positive,"The agreement will provide The Switch with double the converter capacity , whilst opening up further manufacturing locations in China .","Perjanjian tersebut akan memberikan The Switch dengan dua kali lipat kapasitas konverter, sementara membuka lokasi manufaktur lebih lanjut di Cina."
447,neutral,"The building owner and developer , Sun Hung Kai Properties Group , is one of the largest property companies in Hong Kong , developing all types of premium residential and commercial projects for sale and investment .","Pemilik dan pengembang gedung, Sun Hung Kai Properties Group, adalah salah satu perusahaan properti terbesar di Hong Kong, mengembangkan semua jenis proyek perumahan dan komersial premium untuk dijual dan investasi."
448,neutral,The companies ' aim is to finalize the negotiations and sign the contracts at the start of October 2008 .,Tujuan perusahaan adalah untuk menyelesaikan negosiasi dan menandatangani kontrak pada awal Oktober 2008 .
449,neutral,The companies signed the letter of intent for the sale on 17 September 2010 and envisaged to seal the actual agreement on 1 January 2011 .,Perusahaan menandatangani letter of intent untuk penjualan pada 17 September 2010 dan direncanakan untuk menyegel perjanjian yang sebenarnya pada 1 Januari 2011 .
450,positive,"The company also said on November 16 , 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland .","Perusahaan juga mengatakan pada 16 November 2006 Dana Real Estat I Ky menandatangani perjanjian dengan pembuat jendela Finlandia Fenestra Oy untuk membangun pabrik jendela di Forssa, Finlandia selatan."
451,positive,The company has committed to further expanding the Apollo portfolio .,Perusahaan telah berkomitmen untuk lebih memperluas portofolio Apollo.
452,neutral,"The contract , which was signed yesterday , will run for five years and includes a two-year extension option .","Kontrak yang ditandatangani kemarin, akan berlaku selama lima tahun dan termasuk opsi perpanjangan dua tahun."
453,neutral,"The contract covers installation , training and start-up services .","Kontrak tersebut mencakup layanan instalasi, pelatihan dan start-up."
454,neutral,"The contract value amounts to about EUR11m , the company added .","Nilai kontrak berjumlah sekitar EUR11m, perusahaan menambahkan."
455,positive,The contracts have been signed to acquire uranium produced at the Sotkamo nickel-zinc mine in eastern Finland owned by Talvivaara .,Kontrak telah ditandatangani untuk memperoleh uranium yang diproduksi di tambang nikel-seng Sotkamo di Finlandia timur yang dimiliki oleh Talvivaara.
456,neutral,"The expanded agreement covers the sale , marketing and distribution of Benefon 's navigation and locator devices in China .","Perjanjian yang diperluas mencakup penjualan, pemasaran, dan distribusi perangkat navigasi dan pencari lokasi Benefon di Cina."
457,positive,"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 0.43 % at 1,138.84 points on Wednesday .","Indeks OMX Nordic 40 (OMXN40), yang terdiri dari 40 saham Nordik yang paling banyak diperdagangkan di bursa Nasdaq OMX, ditutup naik 0,43% pada 1.138,84 poin pada Rabu."
458,positive,"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 1.29 % at 1,084.47 points on Friday .","Indeks OMX Nordic 40 (OMXN40), yang terdiri dari 40 saham Nordik yang paling banyak diperdagangkan di bursa Nasdaq OMX, ditutup naik 1,29% pada 1.084,47 poin pada hari Jumat."
459,neutral,TietoEnator signed an agreement to acquire Indian research and development ( R&D ) services provider and turnkey software solutions developer Fortuna Technologies Pvt. Ltd. for 21 mln euro ( $ 30.3 mln ) in September 2007 .,"TietoEnator menandatangani perjanjian untuk mengakuisisi penyedia layanan penelitian dan pengembangan (R&D) India dan pengembang solusi perangkat lunak turnkey Fortuna Technologies Pvt. Ltd . untuk 21 juta euro ( $ 30,3 juta ) pada bulan September 2007 ."
460,neutral,To be number one means creating added value for stakeholders in everything we do .,Menjadi nomor satu berarti menciptakan nilai tambah bagi pemangku kepentingan dalam segala hal yang kami lakukan.
461,positive,"Under the terms of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit .","Berdasarkan ketentuan perjanjian off-take dengan Talvivaara, Cameco akan memberikan investasi di muka, hingga maksimum $60 juta, untuk menutupi biaya konstruksi sirkuit ekstraksi uranium."
462,positive,"Vaisala Oyj Press Release September 30 , 2010 Vaisala has signed a contract to sell its oxygen measurement technology and business to SICK Maihak GmbH .",Vaisala Oyj Siaran Pers 30 September 2010 Vaisala telah menandatangani kontrak untuk menjual teknologi dan bisnis pengukuran oksigennya kepada SICK Maihak GmbH.
463,positive,"- BEIJING XFN-ASIA - Hong Kong-listed Standard Chartered Bank said it has signed a China mobile phone dealer financing agreement with Nokia , making it the first foreign bank to offer financing to the country 's small and medium enterprise -LR","- BEIJING XFN-ASIA - Standard Chartered Bank yang terdaftar di Hong Kong mengatakan telah menandatangani perjanjian pembiayaan dealer ponsel China dengan Nokia, menjadikannya bank asing pertama yang menawarkan pembiayaan kepada perusahaan kecil dan menengah di negara itu -LR"
464,neutral,- Provides summary of the medical equipment pipeline products that the company is developing .,- Memberikan ringkasan produk pipa peralatan medis yang sedang dikembangkan perusahaan.
465,neutral,"`` Of course , we are in talks with all those coming up with new projects that involve material handling , '' Konecranes President and CEO Pekka Lundmark said , when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar .","`` Tentu saja , kami sedang dalam pembicaraan dengan semua yang datang dengan proyek baru yang melibatkan penanganan material , '' kata Presiden dan CEO Konecranes Pekka Lundmark , ketika ditanya apakah sedang berbicara dengan Reliance Industries untuk memasok peralatan ke kilang yang akan datang di Jamnagar ."
466,positive,"`` Lidskoe Pivo 's investment program foresees the integrated modernization of production , updating transport and logistics infrastructure and developing new marketing instruments , '' Mikshis said .","`` Program investasi Lidskoe Pivo meramalkan modernisasi terpadu produksi , memperbarui infrastruktur transportasi dan logistik dan mengembangkan instrumen pemasaran baru , '' kata Mikshis ."
467,positive,`` Residentialconstruction in particular has picked up in several markets .,`` Pembangunan perumahan khususnya telah meningkat di beberapa pasar .
468,neutral,`` Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running .,`` Ruukki sekarang disertakan di DJSI World untuk tahun kedua berjalan dan DJSI STOXX Eropa untuk tahun ketiga berturut - turut .
469,neutral,`` The sale of the oxygen measurement business strengthens our goal to focus on our chosen market segments .,`` Penjualan bisnis pengukuran oksigen memperkuat tujuan kami untuk fokus pada segmen pasar yang kami pilih.
470,neutral,"A corresponding increase of 85,432.50 euros in Ahlstrom 's share capital has been entered in the Trade Register today .","Peningkatan yang sesuai sebesar 85.432,50 euro dalam modal saham Ahlstrom telah dimasukkan dalam Daftar Dagang hari ini."
471,neutral,"A In August 2007 , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , central Lithuania .","J Pada bulan Agustus 2007, Latvijas Finieris memerintahkan semua lini produksi untuk pabrik veneer hijau baru yang akan dibangun di Ukmerge, Lithuania tengah."
472,neutral,Finnish house manufacturers are targeting the strongly growing one-family house market in Russia .,Produsen rumah Finlandia menargetkan pasar rumah satu keluarga yang berkembang pesat di Rusia.
473,positive,"After the transaction , Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights .","Setelah transaksi tersebut, Alma Media meningkatkan kepemilikannya di Talentum menjadi 30,65% saham dan sekitar 31,12% hak suara."
474,neutral,Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .,Aldata mengatakan bahwa masih ada beberapa aspek operasional yang harus ditentukan antara Microsoft dan rincian lebih lanjut dari produk dan inisiatif pasar yang dihasilkan dari perjanjian ini akan tersedia di kemudian hari.
475,neutral,"ALEXANDRIA , Va. , July 11 -- Hannu Kahonen of Juuka , Finland , has developed an ornamental design for a handle for fire pit door , the U.S. Patent & Trademark Office announced .","ALEXANDRIA , Va. , 11 Juli -- Hannu Kahonen dari Juuka , Finlandia , telah mengembangkan desain ornamen untuk pegangan pintu lubang api , Kantor Paten & Merek Dagang AS mengumumkan ."
476,neutral,"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .","ALEXANDRIA, Va., 16 Mei -- Kenneth Bower dari Vista, California, telah mengembangkan desain hias untuk sebuah handset, U.S. Patent & Trademark Office mengumumkan."
477,positive,"As the largest elevator market in the world , Chinese output of elevators continued to rise to 262,000 units in 2009 , up about 5 % yr-on-yr .","Sebagai pasar elevator terbesar di dunia, produksi elevator Cina terus meningkat menjadi 262.000 unit pada tahun 2009, naik sekitar 5% dari tahun ke tahun."
478,neutral,Aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of Rs310 crore .,Aspocomp bermaksud untuk mendirikan pabrik untuk memproduksi papan sirkuit tercetak dengan investasi Rs310 crore.
479,neutral,"Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing a project in St Petersburg , comprising about a million square meters of residential space , two hospitals and several schools and nurseries .","Baltic Pearl CJSC, anak perusahaan dari Shanghai Foreign Joint Investment Company, sedang mengembangkan sebuah proyek di St Petersburg, yang terdiri dari sekitar satu juta meter persegi ruang perumahan, dua rumah sakit dan beberapa sekolah dan pembibitan."
480,neutral,"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories .","Biohit Oyj mengembangkan, memproduksi dan memasarkan produk penanganan cairan dan sistem uji diagnostik untuk digunakan dalam penelitian, perawatan kesehatan dan laboratorium industri."
481,neutral,Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,Panggilan ke switchboard dan layanan direktori telah menurun secara signifikan karena karyawan kami sekarang memiliki informasi kontak terbaru dari semua kolega dan pelanggan mereka di ponsel mereka dan dapat melakukan panggilan secara langsung .
482,neutral,"Cargotec 's share capital after the increase totals 64,046,460 euros .",Modal saham Cargotec setelah kenaikan berjumlah 64.046.460 euro.
483,neutral,"Cargotec 's share capital after the increase totals EUR 64,299,180 .",Modal saham Cargotec setelah kenaikan berjumlah EUR 64.299.180 .
484,positive,"Compared with the FTSE 100 index , which rose 28.3 points or 0.5 % on the day , this was a relative price change of 2.3 % .","Dibandingkan dengan indeks FTSE 100, yang naik 28,3 poin atau 0,5% pada hari itu, ini merupakan perubahan harga relatif sebesar 2,3%."
485,positive,Componenta increased its stake in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to 92.6 pct stake in March 2007 .,"Componenta meningkatkan kepemilikannya di perusahaan baja Turki Doktas Dokumculuk Ticaret ve Sanayi A.S. menjadi 92,6 persen saham pada Maret 2007 ."
486,positive,"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 .","Laba per saham EPS terlihat di EUR 0,56, naik dari EUR 0,38."
487,positive,Estonia 's beer market overall grew three percent last year to 130 million liters .,Pasar bir Estonia secara keseluruhan tumbuh tiga persen tahun lalu menjadi 130 juta liter.
488,neutral,Finnish food company Raisio Oyj HEL : RAIVV said on Friday it has wrapped up the divestment of its margarine operations to US sector player Bunge Ltd NYSE : BG for EUR80m USD119 .2 m .,"Perusahaan makanan Finlandia Raisio Oyj HEL: RAIVV mengatakan pada hari Jumat bahwa pihaknya telah menyelesaikan divestasi operasi margarinnya kepada pemain sektor AS Bunge Ltd NYSE:BG seharga EUR80 juta USD119,2 juta."
489,positive,Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .,Pembuat peralatan pengangkat Finlandia Konecranes HEL: KCR1V mengatakan pada 29 Juli 2009 telah meningkatkan sahamnya di pembuat manipulator Austria ACS Konecranes menjadi 80% dan membeli pemain sektor Jerman Knight Europe.
490,neutral,Finnish paper maker UPM-Kymmene Corp. on Monday announced the sale of its wrapping unit Walki Wisa to the CapMan investment group in a move to further concentrate on its core business .,Pembuat kertas Finlandia UPM-Kymmene Corp. pada hari Senin mengumumkan penjualan unit pembungkus Walki Wisa kepada grup investasi CapMan dalam upaya untuk lebih berkonsentrasi pada bisnis intinya.
491,neutral,Following the increase the company+ˆEUR TM s capital totals 5.5 mln Romanian lei $ 1.98 mln-1 .56 mln euro .,"Mengikuti kenaikan modal perusahaan+ˆEUR TM total 5,5 juta lei Rumania $ 1,98 juta-1,56 juta euro ."
